item,brloot_ammo_12g,ammo,0,8,,,,,,,,MP/BR_AMMO_SHOTGUN,LOOT_MP/ITEM_TYPE_AMMO,ui_mp_br_loot_icon_ammo_shells_detail,br_pickup_ammo,,,40,,,,,,1,,,,,,,,,
item,brloot_ammo_50cal,ammo,0,8,,,,,,,,MP/BR_AMMO_SNIPER,LOOT_MP/ITEM_TYPE_AMMO,ui_mp_br_loot_icon_ammo_high_detail,br_pickup_ammo,,,40,,,,,,1,,,,,,,,,
item,brloot_ammo_762,ammo,0,30,,,,,,,,MP/BR_AMMO_AR_LMG,LOOT_MP/ITEM_TYPE_AMMO,ui_mp_br_loot_icon_ammo_mid_detail,br_pickup_ammo,,,210,,,,,,1,,,,,,,,,
item,brloot_ammo_919,ammo,0,30,,,,,,,,MP/BR_AMMO_PISTOL_SMG,LOOT_MP/ITEM_TYPE_AMMO,ui_mp_br_loot_icon_ammo_small_detail,br_pickup_ammo,,,150,,,,,,1,,,,,,,,,
item,brloot_ammo_rocket,ammo,0,1,,,,,,,,MP/BR_AMMO_LAUNCHER,LOOT_MP/ITEM_TYPE_AMMO,ui_mp_br_loot_icon_ammo_rocket_detail,br_pickup_ammo,,,6,,,,,,1,,,,,,,,,
item,brloot_equip_gasmask,gear,4,108,,,,,,,,MP/BR_GASMASK,MP_BR_INGAME/ITEM_TYPE_GEAR,ui_mp_br_loot_icon_gear_helmet,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,
item,brloot_equip_gasmask_durable,gear,4,216,,,,,,,,MP/BR_GASMASK_DURABLE,MP_BR_INGAME/ITEM_TYPE_GEAR,ui_mp_br_loot_icon_gear_gasmask_durable,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,
item,brloot_escape_radio,objective,1,1,,,,,,,,MP_ESCAPE/ESCAPE_RADIO_USE_HINT,MP_BR_INGAME/ITEM_TYPE_DEFAULT,ui_mp_br_mapmenu_icon_escape_objective,br_legendary_loot_pickup,,,,,,,,,1,,,,,,,,,
item,brloot_zmb_access_item,objective,1,1,,,,,,,,ZAI/ACCESS_CARD_ZOMBIE,MP_BR_INGAME/ITEM_TYPE_DEFAULT,icon_mode_wz_br_zombies,br_legendary_loot_pickup,,,,,,,,,1,,,,,,,,,
item,brloot_armor_plate,health,2,1,150,,,equip_armorplate,,,,EQUIPMENT/ARMOR_PLATE_BR,MP_BR_INGAME/ITEM_TYPE_HEALTH,ui_mp_br_loot_icon_health_armor_plates,,3,2,5,,,,,,1,,,,,,,,,
item,brloot_plate_pouch,health,4,1,,,,,,,,EQUIPMENT/BR_PLATE_POUCH,MP_BR_INGAME/ITEM_TYPE_HEALTH,ui_mp_br_loot_icon_health_armor_satchel,,,,1,,,,,,,,,,,,,,,
item,brloot_plunder_cash_common_1,plunder,1,1,,,,,,,,MP/BR_PLUNDER_CASH,LOOT_MP/ITEM_TYPE_PLUNDER,ui_mp_br_loot_icon_plunder,,,,,,,,,,1,,,,,,,,,
item,brloot_plunder_cash_uncommon_1,plunder,1,5,,,,,,,,MP/BR_PLUNDER_CASH,LOOT_MP/ITEM_TYPE_PLUNDER,ui_mp_br_loot_icon_plunder,,,,,,,,,,1,,,,,,,,,
item,brloot_plunder_cash_uncommon_2,plunder,1,8,,,,,,,,MP/BR_PLUNDER_CASH,LOOT_MP/ITEM_TYPE_PLUNDER,ui_mp_br_loot_icon_plunder,,,,,,,,,,1,,,,,,,,,
item,brloot_plunder_cash_uncommon_3,plunder,1,12,,,,,,,,MP/BR_PLUNDER_CASH,LOOT_MP/ITEM_TYPE_PLUNDER,ui_mp_br_loot_icon_plunder,,,,,,,,,,1,,,,,,,,,
item,brloot_plunder_cash_rare_1,plunder,2,20,,,,,,,,MP/BR_PLUNDER_CASH,LOOT_MP/ITEM_TYPE_PLUNDER,ui_mp_br_loot_icon_plunder,,,,,,,,,,1,,,,,,,,,
item,brloot_plunder_cash_rare_2,plunder,2,35,,,,,,,,MP/BR_PLUNDER_CASH,LOOT_MP/ITEM_TYPE_PLUNDER,ui_mp_br_loot_icon_plunder,,,,,,,,,,1,,,,,,,,,
item,brloot_plunder_cash_epic_1,plunder,3,50,,,,,,,,MP/BR_PLUNDER_CASH,LOOT_MP/ITEM_TYPE_PLUNDER,ui_mp_br_loot_icon_plunder,,,,,,,,,,1,,,,,,,,,
item,brloot_plunder_cash_epic_2,plunder,3,80,,,,,,,,MP/BR_PLUNDER_CASH,LOOT_MP/ITEM_TYPE_PLUNDER,ui_mp_br_loot_icon_plunder,,,,,,,,,,1,,,,,,,,,
item,brloot_plunder_cash_legendary_1,plunder,4,120,,,,,,,,MP/BR_PLUNDER_CASH,LOOT_MP/ITEM_TYPE_PLUNDER,ui_mp_br_loot_icon_plunder,,,,,,,,,,1,,,,,,,,,
item,brloot_self_revive,revive,4,1,,,,,,,,MP_BR_INGAME/KIOSK_ITEM_SELF_REVIVE,MP_BR_INGAME/ITEM_TYPE_LAST_STAND,ui_mp_br_loot_icon_revive_item,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,
item,brloot_access_card_blue,keycard,4,1,,,,,,,,MP_BR_INGAME/ACCESS_CARD_BLUE,MP_BR_INGAME/ITEM_TYPE_DEFAULT,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,
item,brloot_access_card_green,keycard,4,1,,,,,,,,MP_BR_INGAME/ACCESS_CARD_YELLOW,MP_BR_INGAME/ITEM_TYPE_DEFAULT,ui_mp_br_loot_icon_keycard_zmb,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,
item,brloot_access_card_blue_stadium_parking,keycard,4,1,,,,,,,,MP_BR_INGAME/ACCESS_CARD_BLUE_STADIUM_PARKING,MP_BR_INGAME/ITEM_TYPE_DEFAULT,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,
item,brloot_access_card_blue_stadium_executive,keycard,4,1,,,,,,,,MP_BR_INGAME/ACCESS_CARD_BLUE_STADIUM_EXECUTIVE,MP_BR_INGAME/ITEM_TYPE_DEFAULT,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,
item,brloot_access_card_blue_stadium_concourse,keycard,4,1,,,,,,,,MP_BR_INGAME/ACCESS_CARD_BLUE_STADIUM_CONCOURSE,MP_BR_INGAME/ITEM_TYPE_DEFAULT,ui_mp_br_loot_icon_keycard,br_legendary_loot_pickup,,,,,,,,,,,,,,,,,,
item,brloot_killstreak_clusterstrike,killstreak,3,1,,,,,,,,KILLSTREAKS/TOMA_STRIKE,MP_BR_INGAME/ITEM_TYPE_KILLSTREAK,hud_icon_killstreak_tomastrike,,,4,,toma_strike,,,,,,,,,,,,,,
