40000,accessory000,1,0,0,99,0,
40001,accessory001,2,0,0,1000,0,
40002,accessory002,1,0,0,99,0,
40003,accessory003,1,0,0,99,0,
40004,accessory004,1,0,0,99,0,
40005,accessory005,4,0,0,1000,0,
40006,accessory006,4,0,0,1000,0,
40007,accessory007,4,0,0,1000,0,
40008,accessory008,4,0,0,1000,0,
40009,accessory009,1,0,0,99,0,
40010,accessory010,3,0,0,0,0,
40011,accessory011,3,0,0,99,0,
40012,accessory012,3,0,0,6000,0,
40013,accessory013,1,0,0,3000,0,
40014,accessory014,2,0,0,1000,0,
40015,accessory015,3,0,0,3000,0,
40016,accessory016,4,0,0,1000,0,
40017,accessory017,1,0,0,99,0,
40018,accessory018,4,0,0,1000,0,
40019,accessory019,3,0,0,1000,0,
40020,accessory020,3,0,0,99,0,
40021,accessory021,3,0,0,2000,0,
40022,accessory022,3,0,0,1000,0,
40023,accessory023,4,0,0,3000,0,
40024,accessory024,4,0,0,1000,0,
40025,accessory025,4,0,0,1000,0,
40026,accessory026,1,0,0,99,0,
40027,accessory027,3,0,0,1000,0,
40028,accessory028,4,0,0,2000,0,
40029,accessory029,4,0,0,2000,0,
40030,accessory030,4,0,0,2000,0,
40031,accessory031,2,0,0,1000,0,
40032,accessory032,1,0,0,99,0,
40033,accessory033,2,0,0,1000,0,
40034,accessory034,4,0,0,2000,0,
40035,accessory035,4,0,0,2000,0,
40036,accessory036,2,0,0,1000,0,
40037,accessory037,2,0,0,1000,0,
40038,accessory038,2,0,0,1000,0,
40039,accessory039,2,0,0,1000,0,
40040,accessory040,2,0,0,1000,0,
40041,accessory041,2,0,0,1000,0,
40042,accessory042,2,0,0,1000,0,
40043,accessory043,2,0,0,1000,0,
40044,accessory044,2,0,0,1000,0,
40045,accessory045,2,0,0,1000,0,
40046,accessory046,2,0,0,1000,0,
40047,accessory047,2,0,0,1000,0,
40048,accessory048,2,0,0,1000,0,
40049,accessory049,1,0,0,99,0,
40050,accessory050,3,0,0,2000,0,
40051,accessory051,1,0,0,99,0,
40052,accessory052,1,0,0,99,0,
40053,accessory053,3,0,0,2000,0,
40054,accessory054,3,0,0,3000,0,
40055,accessory055,3,0,0,3000,0,
40056,accessory056,1,0,0,4000,0,
40057,accessory057,3,0,0,2000,0,
40058,accessory058,3,0,0,4001,0,
40059,accessory059,3,0,0,3000,0,
40060,accessory060,3,0,0,3000,0,
40061,accessory061,3,0,0,2000,0,
40062,accessory062,3,0,0,3000,0,
40063,accessory063,3,0,0,2000,0,
40064,accessory064,3,0,0,4000,0,
40065,accessory065,4,0,0,2000,0,
40066,accessory066,3,0,0,2000,0,
40067,accessory067,2,0,0,2000,0,
40068,accessory068,2,0,0,2000,0,
40069,accessory069,2,0,0,2000,0,
40070,accessory070,2,0,0,2000,0,
40071,accessory071,2,0,0,2000,0,
40072,accessory072,2,0,0,2000,0,
40073,accessory073,4,0,0,5000,0,
40074,accessory074,3,0,0,3000,0,
40075,accessory075,3,0,0,6000,0,
40076,accessory076,4,0,0,4000,0,
40077,accessory077,3,0,0,4000,0,
40078,accessory078,3,0,0,99,0,
40079,accessory079,3,0,0,4000,0,
40080,accessory080,4,0,0,6000,0,
40081,accessory081,3,0,0,4000,0,
40082,accessory082,3,0,0,4000,0,
40083,accessory083,3,0,0,3000,0,
40084,accessory084,4,0,0,4000,0,
40085,accessory085,4,0,0,4001,0,
40086,accessory086,3,0,0,4001,0,
40087,accessory087,3,0,0,4000,0,
40088,accessory088,3,0,0,4000,0,
40089,accessory089,3,0,0,4001,0,
40090,accessory090,3,0,0,4000,0,
40091,accessory091,3,0,0,6000,0,
40092,accessory092,3,0,0,5000,0,
40093,accessory093,3,0,0,4001,0,
40094,accessory094,3,0,0,4001,0,
40095,accessory095,3,0,0,4000,0,
40096,accessory096,4,0,0,5000,0,
40097,accessory097,1,0,0,5000,0,
40098,accessory098,4,0,0,6000,0,
40099,accessory099,3,0,0,5000,0,
40100,accessory100,3,0,0,5000,0,
40101,accessory101,3,0,0,5000,0,
40102,accessory102,3,0,0,5000,0,
40103,accessory103,3,0,0,5000,0,
40104,accessory104,4,0,0,5000,0,
40106,accessory106,4,0,0,6000,0,
40107,accessory107,3,0,0,7000,0,
40108,accessory108,4,0,0,7000,0,
21309315,wristaccessory_t9_s1_analog_private_eye_01,3,0,0,7000,0,
25652135,wristaccessory_t9_s1_digital_zm_heart_rate_01,4,0,0,7000,0,
23144916,wristaccessory_t9_s1_bracelet_skull_01,2,0,0,7000,0,
23505824,wristaccessory_t9_s1_bracelet_01,2,0,0,7000,0,
19626407,wristaccessory_t9_s1_bracelet_braided_02,2,0,0,7000,0,
31647224,wristaccessory_t9_s1_analog_private_eye_02,3,0,0,7000,0,
23866728,wristaccessory_t9_s1_analog_private_eye_03,3,0,0,7000,0,
26728429,wristaccessory_t9_s1_digital_gambit_01,4,0,0,7000,0,
20193007,wristaccessory_t9_s1_digital_rank_penumbra_view,4,0,0,7000,0,
