Name,Secondary,FileSpec,
mount_enter_side_t9accurate_vestlight_plr,,,
mount_enter_top_t9accurate_vestlight_plr,,,
mount_exit_side_t9accurate_vestlight_plr,,,
mount_exit_top_t9accurate_vestlight_plr,,,
weap_sm_mpapa5_selector_off,,,
weap_sm_mpapa5_selector_on,,,
weap_t9accurate_disconnector_plr,,,
weap_t9accurate_disconnector_plr,,,
weap_t9accurate_disconnector_plr,,,
weap_t9accurate_disconnector_plr,,,
weap_t9accurate_disconnector_plr,,,
weap_t9accurate_disconnector_plr,,,
weap_t9accurate_disconnector_plr,,,
weap_t9accurate_disconnector_plr,,,
weap_t9accurate_disconnector_plr,,,
weap_t9accurate_disconnector_plr,,,
weap_t9accurate_disconnector_plr,,,
weap_t9accurate_disconnector_plr,,,
weap_t9accurate_dryfire_plr,,,
weap_t9accurate_dryfire_plr,,,
weap_t9accurate_dryfire_plr,,,
weap_t9accurate_dryfire_plr,,,
weap_t9accurate_dryfire_plr,,,
weap_t9accurate_dryfire_plr,,,
weap_t9accurate_dryfire_plr,,,
weap_t9accurate_dryfire_plr,,,
weap_t9accurate_dryfire_plr,,,
weap_t9accurate_dryfire_plr,,,
weap_t9accurate_dryfire_plr,,,
weap_t9accurate_dryfire_plr,,,
weap_t9accurate_fire_first_plr,,weap_t9accurate_fire_plr,
weap_t9accurate_fire_first_plr,,weap_t9accurate_fire_plr,
weap_t9accurate_fire_first_plr,,weap_t9accurate_fire_plr,
weap_t9accurate_fire_first_plr,,weap_t9accurate_fire_plr,
weap_t9accurate_fire_first_plr,,weap_t9accurate_fire_plr,
weap_t9accurate_fire_first_plr,,weap_t9accurate_fire_plr,
weap_t9accurate_fire_first_plr,,weap_t9accurate_fire_plr,
weap_t9accurate_fire_first_plr,,weap_t9accurate_fire_plr,
weap_t9accurate_fire_first_plr,,weap_t9accurate_fire_plr,
weap_t9accurate_fire_first_plr,,weap_t9accurate_fire_plr,
weap_t9accurate_fire_first_plr,,weap_t9accurate_fire_plr,
weap_t9accurate_fire_first_plr,,weap_t9accurate_fire_plr,
weap_t9accurate_fire_last_fire_plr,,weap_t9accurate_fire_last_plr_mech,
weap_t9accurate_fire_last_fire_plr,,weap_t9accurate_fire_last_plr_mech,
weap_t9accurate_fire_last_fire_plr,,weap_t9accurate_fire_last_plr_mech,
weap_t9accurate_fire_last_plr,,weap_t9accurate_fire_last_fire_plr,
weap_t9accurate_fire_last_plr,,weap_t9accurate_fire_last_fire_plr,
weap_t9accurate_fire_last_plr,,weap_t9accurate_fire_last_fire_plr,
weap_t9accurate_fire_last_plr,,weap_t9accurate_fire_last_fire_plr,
weap_t9accurate_fire_last_plr,,weap_t9accurate_fire_last_fire_plr,
weap_t9accurate_fire_last_plr,,weap_t9accurate_fire_last_fire_plr,
weap_t9accurate_fire_last_plr,,weap_t9accurate_fire_last_fire_plr,
weap_t9accurate_fire_last_plr,,weap_t9accurate_fire_last_fire_plr,
weap_t9accurate_fire_last_plr,,weap_t9accurate_fire_last_fire_plr,
weap_t9accurate_fire_last_plr,,weap_t9accurate_fire_last_fire_plr,
weap_t9accurate_fire_last_plr,,weap_t9accurate_fire_last_fire_plr,
weap_t9accurate_fire_last_plr,,weap_t9accurate_fire_last_fire_plr,
weap_t9accurate_fire_last_plr_mech,,weap_t9accurate_fire_plr_lfe,
