Name,Secondary,FileSpec,
weap_arfastfire_dryfire_npc,,,
weap_arfastfire_fire_npc,,weap_arfastfire_fire_npc_mech,
weap_arfastfire_fire_npc,,weap_arfastfire_fire_npc_mech,
weap_arfastfire_fire_npc,,weap_arfastfire_fire_npc_mech,
weap_arfastfire_fire_npc,,weap_arfastfire_fire_npc_mech,
weap_arfastfire_fire_npc,,weap_arfastfire_fire_npc_mech,
weap_arfastfire_fire_npc,,weap_arfastfire_fire_npc_mech,
weap_arfastfire_fire_npc_atmo,,,
weap_arfastfire_fire_npc_atmo,,,
weap_arfastfire_fire_npc_atmo,,,
weap_arfastfire_fire_npc_atmo,,,
weap_arfastfire_fire_npc_atmo,,,
weap_arfastfire_fire_npc_atmo,,,
weap_arfastfire_fire_npc_atmo,,,
weap_arfastfire_fire_npc_atmo,,,
weap_arfastfire_fire_npc_atmo,,,
weap_arfastfire_fire_npc_atmo,,,
weap_arfastfire_fire_npc_atmo,,,
weap_arfastfire_fire_npc_atmo,,,
weap_arfastfire_fire_npc_dist,,weap_arfastfire_fire_npc_dist_atmo,
weap_arfastfire_fire_npc_dist,,weap_arfastfire_fire_npc_dist_atmo,
weap_arfastfire_fire_npc_dist,,weap_arfastfire_fire_npc_dist_atmo,
weap_arfastfire_fire_npc_dist,,weap_arfastfire_fire_npc_dist_atmo,
weap_arfastfire_fire_npc_dist,,weap_arfastfire_fire_npc_dist_atmo,
weap_arfastfire_fire_npc_dist,,weap_arfastfire_fire_npc_dist_atmo,
weap_arfastfire_fire_npc_dist_atmo,,,
weap_arfastfire_fire_npc_dist_atmo,,,
weap_arfastfire_fire_npc_dist_atmo,,,
weap_arfastfire_fire_npc_dist_atmo,,,
weap_arfastfire_fire_npc_dist_atmo,,,
weap_arfastfire_fire_npc_dist_atmo,,,
weap_arfastfire_fire_npc_dist_atmo,,,
weap_arfastfire_fire_npc_dist_atmo,,,
weap_arfastfire_fire_npc_dist_atmo,,,
weap_arfastfire_fire_npc_dist_atmo,,,
weap_arfastfire_fire_npc_dist_atmo,,,
weap_arfastfire_fire_npc_dist_atmo,,,
weap_arfastfire_fire_npc_far,,weap_arfastfire_fire_npc_far_atmo,
weap_arfastfire_fire_npc_far,,weap_arfastfire_fire_npc_far_atmo,
