Name,Secondary,FileSpec,
weap_t9slowhandling_dryfire_npc,,,
weap_t9slowhandling_fire_npc,,weap_t9slowhandling_fire_npc_mech,
weap_t9slowhandling_fire_npc,,weap_t9slowhandling_fire_npc_mech,
weap_t9slowhandling_fire_npc,,weap_t9slowhandling_fire_npc_mech,
weap_t9slowhandling_fire_npc,,weap_t9slowhandling_fire_npc_mech,
weap_t9slowhandling_fire_npc,,weap_t9slowhandling_fire_npc_mech,
weap_t9slowhandling_fire_npc,,weap_t9slowhandling_fire_npc_mech,
weap_t9slowhandling_fire_npc_dist,,weap_t9slowhandling_fire_npc_dist_atmo,
weap_t9slowhandling_fire_npc_dist,,weap_t9slowhandling_fire_npc_dist_atmo,
weap_t9slowhandling_fire_npc_dist,,weap_t9slowhandling_fire_npc_dist_atmo,
weap_t9slowhandling_fire_npc_dist,,weap_t9slowhandling_fire_npc_dist_atmo,
weap_t9slowhandling_fire_npc_dist,,weap_t9slowhandling_fire_npc_dist_atmo,
weap_t9slowhandling_fire_npc_dist,,weap_t9slowhandling_fire_npc_dist_atmo,
weap_t9slowhandling_fire_npc_far,,weap_t9slowhandling_fire_npc_far_atmo,
weap_t9slowhandling_fire_npc_far,,weap_t9slowhandling_fire_npc_far_atmo,
weap_t9slowhandling_fire_npc_far,,weap_t9slowhandling_fire_npc_far_atmo,
weap_t9slowhandling_fire_npc_far,,weap_t9slowhandling_fire_npc_far_atmo,
weap_t9slowhandling_fire_npc_far,,weap_t9slowhandling_fire_npc_far_atmo,
weap_t9slowhandling_fire_npc_far,,weap_t9slowhandling_fire_npc_far_atmo,
weap_t9slowhandling_fire_npc_lfe,,,
weap_t9slowhandling_fire_npc_mech,,weap_t9slowhandling_fire_npc_lfe,
weap_t9slowhandling_fire_npc_mech,,weap_t9slowhandling_fire_npc_lfe,
weap_t9slowhandling_fire_npc_mech,,weap_t9slowhandling_fire_npc_lfe,
weap_t9slowhandling_fire_npc_mech,,weap_t9slowhandling_fire_npc_lfe,
weap_t9slowhandling_fire_npc_mech,,weap_t9slowhandling_fire_npc_lfe,
weap_t9slowhandling_fire_npc_mech,,weap_t9slowhandling_fire_npc_lfe,
weap_t9slowhandling_fire_npc_med,,weap_t9slowhandling_fire_npc_med_atmo,
weap_t9slowhandling_fire_npc_med,,weap_t9slowhandling_fire_npc_med_atmo,
weap_t9slowhandling_fire_npc_med,,weap_t9slowhandling_fire_npc_med_atmo,
weap_t9slowhandling_fire_npc_med,,weap_t9slowhandling_fire_npc_med_atmo,
weap_t9slowhandling_fire_npc_med,,weap_t9slowhandling_fire_npc_med_atmo,
weap_t9slowhandling_fire_npc_med,,weap_t9slowhandling_fire_npc_med_atmo,
weap_t9slowhandling_sup_npc,,weap_t9slowhandling_sup_npc_mech,
weap_t9slowhandling_sup_npc,,weap_t9slowhandling_sup_npc_mech,
weap_t9slowhandling_sup_npc,,weap_t9slowhandling_sup_npc_mech,
weap_t9slowhandling_sup_npc,,weap_t9slowhandling_sup_npc_mech,
weap_t9slowhandling_sup_npc,,weap_t9slowhandling_sup_npc_mech,
weap_t9slowhandling_sup_npc,,weap_t9slowhandling_sup_npc_mech,
weap_t9slowhandling_sup_npc_far,,weap_t9slowhandling_sup_npc_far_atmo,
weap_t9slowhandling_sup_npc_far,,weap_t9slowhandling_sup_npc_far_atmo,
weap_t9slowhandling_sup_npc_far,,weap_t9slowhandling_sup_npc_far_atmo,
weap_t9slowhandling_sup_npc_far,,weap_t9slowhandling_sup_npc_far_atmo,
weap_t9slowhandling_sup_npc_far,,weap_t9slowhandling_sup_npc_far_atmo,
weap_t9slowhandling_sup_npc_far,,weap_t9slowhandling_sup_npc_far_atmo,
weap_t9slowhandling_sup_npc_lfe,,,
weap_t9slowhandling_sup_npc_mech,,weap_t9slowhandling_sup_npc_lfe,
weap_t9slowhandling_sup_npc_mech,,weap_t9slowhandling_sup_npc_lfe,
weap_t9slowhandling_sup_npc_mech,,weap_t9slowhandling_sup_npc_lfe,
weap_t9slowhandling_sup_npc_mech,,weap_t9slowhandling_sup_npc_lfe,
weap_t9slowhandling_sup_npc_mech,,weap_t9slowhandling_sup_npc_lfe,
weap_t9slowhandling_sup_npc_mech,,weap_t9slowhandling_sup_npc_lfe,
weap_t9slowhandling_sup_npc_med,,weap_t9slowhandling_sup_npc_med_atmo,
weap_t9slowhandling_sup_npc_med,,weap_t9slowhandling_sup_npc_med_atmo,
weap_t9slowhandling_sup_npc_med,,weap_t9slowhandling_sup_npc_med_atmo,
weap_t9slowhandling_sup_npc_med,,weap_t9slowhandling_sup_npc_med_atmo,
weap_t9slowhandling_sup_npc_med,,weap_t9slowhandling_sup_npc_med_atmo,
weap_t9slowhandling_sup_npc_med,,weap_t9slowhandling_sup_npc_med_atmo,
wfoly_npc_arslowhandling_bolt_back,,,
wfoly_npc_arslowhandling_bolt_release,,,
wfoly_npc_arslowhandling_empty_rattle,,,
wfoly_npc_arslowhandling_end,,,
wfoly_npc_arslowhandling_first,,,
wfoly_npc_arslowhandling_first_end,,,
wfoly_npc_arslowhandling_grab,,,
wfoly_npc_arslowhandling_inspect_pt1,,,
wfoly_npc_arslowhandling_inspect_pt2,,,
wfoly_npc_arslowhandling_inspect_pt3,,,
wfoly_npc_arslowhandling_inspect_pt4,,,
wfoly_npc_arslowhandling_inspect_pt5,,,
