Name,Secondary,FileSpec,
weap_smburst_dryfire_npc,,,
weap_smburst_fire_npc,,weap_smburst_fire_npc_mech,
weap_smburst_fire_npc,,weap_smburst_fire_npc_mech,
weap_smburst_fire_npc,,weap_smburst_fire_npc_mech,
weap_smburst_fire_npc,,weap_smburst_fire_npc_mech,
weap_smburst_fire_npc,,weap_smburst_fire_npc_mech,
weap_smburst_fire_npc,,weap_smburst_fire_npc_mech,
weap_smburst_fire_npc_atmo,,,
weap_smburst_fire_npc_atmo,,,
weap_smburst_fire_npc_atmo,,,
weap_smburst_fire_npc_atmo,,,
weap_smburst_fire_npc_atmo,,,
weap_smburst_fire_npc_atmo,,,
weap_smburst_fire_npc_atmo,,,
weap_smburst_fire_npc_atmo,,,
weap_smburst_fire_npc_atmo,,,
weap_smburst_fire_npc_atmo,,,
weap_smburst_fire_npc_atmo,,,
weap_smburst_fire_npc_atmo,,,
weap_smburst_fire_npc_dist,,weap_smburst_fire_npc_dist_atmo,
weap_smburst_fire_npc_dist,,weap_smburst_fire_npc_dist_atmo,
weap_smburst_fire_npc_dist,,weap_smburst_fire_npc_dist_atmo,
weap_smburst_fire_npc_dist,,weap_smburst_fire_npc_dist_atmo,
weap_smburst_fire_npc_dist,,weap_smburst_fire_npc_dist_atmo,
weap_smburst_fire_npc_dist,,weap_smburst_fire_npc_dist_atmo,
weap_smburst_fire_npc_dist_atmo,,,
weap_smburst_fire_npc_dist_atmo,,,
weap_smburst_fire_npc_dist_atmo,,,
weap_smburst_fire_npc_dist_atmo,,,
weap_smburst_fire_npc_dist_atmo,,,
weap_smburst_fire_npc_dist_atmo,,,
weap_smburst_fire_npc_dist_atmo,,,
weap_smburst_fire_npc_dist_atmo,,,
weap_smburst_fire_npc_dist_atmo,,,
weap_smburst_fire_npc_dist_atmo,,,
weap_smburst_fire_npc_dist_atmo,,,
weap_smburst_fire_npc_dist_atmo,,,
weap_smburst_fire_npc_far,,weap_smburst_fire_npc_far_atmo,
weap_smburst_fire_npc_far,,weap_smburst_fire_npc_far_atmo,
weap_smburst_fire_npc_far,,weap_smburst_fire_npc_far_atmo,
weap_smburst_fire_npc_far,,weap_smburst_fire_npc_far_atmo,
weap_smburst_fire_npc_far,,weap_smburst_fire_npc_far_atmo,
weap_smburst_fire_npc_far,,weap_smburst_fire_npc_far_atmo,
weap_smburst_fire_npc_far_atmo,,,
weap_smburst_fire_npc_far_atmo,,,
weap_smburst_fire_npc_far_atmo,,,
weap_smburst_fire_npc_far_atmo,,,
weap_smburst_fire_npc_far_atmo,,,
weap_smburst_fire_npc_far_atmo,,,
weap_smburst_fire_npc_far_atmo,,,
weap_smburst_fire_npc_far_atmo,,,
weap_smburst_fire_npc_far_atmo,,,
weap_smburst_fire_npc_far_atmo,,,
weap_smburst_fire_npc_far_atmo,,,
weap_smburst_fire_npc_far_atmo,,,
weap_smburst_fire_npc_lfe,,,
weap_smburst_fire_npc_mech,,weap_smburst_fire_npc_lfe,
weap_smburst_fire_npc_mech,,weap_smburst_fire_npc_lfe,
weap_smburst_fire_npc_mech,,weap_smburst_fire_npc_lfe,
weap_smburst_fire_npc_mech,,weap_smburst_fire_npc_lfe,
weap_smburst_fire_npc_mech,,weap_smburst_fire_npc_lfe,
weap_smburst_fire_npc_mech,,weap_smburst_fire_npc_lfe,
weap_smburst_fire_npc_med,,weap_smburst_fire_npc_med_atmo,
weap_smburst_fire_npc_med,,weap_smburst_fire_npc_med_atmo,
weap_smburst_fire_npc_med,,weap_smburst_fire_npc_med_atmo,
weap_smburst_fire_npc_med,,weap_smburst_fire_npc_med_atmo,
weap_smburst_fire_npc_med,,weap_smburst_fire_npc_med_atmo,
weap_smburst_fire_npc_med,,weap_smburst_fire_npc_med_atmo,
weap_smburst_fire_npc_med_atmo,,,
weap_smburst_fire_npc_med_atmo,,,
weap_smburst_fire_npc_med_atmo,,,
weap_smburst_fire_npc_med_atmo,,,
weap_smburst_fire_npc_med_atmo,,,
weap_smburst_fire_npc_med_atmo,,,
weap_smburst_fire_npc_med_atmo,,,
weap_smburst_fire_npc_med_atmo,,,
weap_smburst_fire_npc_med_atmo,,,
weap_smburst_fire_npc_med_atmo,,,
weap_smburst_fire_npc_med_atmo,,,
weap_smburst_fire_npc_med_atmo,,,
weap_smburst_sup_fire_npc,,weap_smburst_sup_fire_npc_mech,
weap_smburst_sup_fire_npc,,weap_smburst_sup_fire_npc_mech,
weap_smburst_sup_fire_npc,,weap_smburst_sup_fire_npc_mech,
weap_smburst_sup_fire_npc,,weap_smburst_sup_fire_npc_mech,
weap_smburst_sup_fire_npc,,weap_smburst_sup_fire_npc_mech,
weap_smburst_sup_fire_npc,,weap_smburst_sup_fire_npc_mech,
weap_smburst_sup_fire_npc_far,,weap_smburst_sup_npc_far_atmo,
weap_smburst_sup_fire_npc_far,,weap_smburst_sup_npc_far_atmo,
weap_smburst_sup_fire_npc_far,,weap_smburst_sup_npc_far_atmo,
weap_smburst_sup_fire_npc_far,,weap_smburst_sup_npc_far_atmo,
weap_smburst_sup_fire_npc_far,,weap_smburst_sup_npc_far_atmo,
weap_smburst_sup_fire_npc_far,,weap_smburst_sup_npc_far_atmo,
weap_smburst_sup_fire_npc_lfe,,,
weap_smburst_sup_fire_npc_mech,,weap_smburst_sup_fire_npc_lfe,
weap_smburst_sup_fire_npc_mech,,weap_smburst_sup_fire_npc_lfe,
weap_smburst_sup_fire_npc_mech,,weap_smburst_sup_fire_npc_lfe,
weap_smburst_sup_fire_npc_mech,,weap_smburst_sup_fire_npc_lfe,
weap_smburst_sup_fire_npc_mech,,weap_smburst_sup_fire_npc_lfe,
weap_smburst_sup_fire_npc_mech,,weap_smburst_sup_fire_npc_lfe,
weap_smburst_sup_fire_npc_med,,weap_smburst_sup_npc_med_atmo,
weap_smburst_sup_fire_npc_med,,weap_smburst_sup_npc_med_atmo,
weap_smburst_sup_fire_npc_med,,weap_smburst_sup_npc_med_atmo,
weap_smburst_sup_fire_npc_med,,weap_smburst_sup_npc_med_atmo,
weap_smburst_sup_fire_npc_med,,weap_smburst_sup_npc_med_atmo,
weap_smburst_sup_fire_npc_med,,weap_smburst_sup_npc_med_atmo,
weap_smburst_sup_npc_atmo,,,
weap_smburst_sup_npc_atmo,,,
weap_smburst_sup_npc_atmo,,,
weap_smburst_sup_npc_atmo,,,
weap_smburst_sup_npc_atmo,,,
weap_smburst_sup_npc_atmo,,,
weap_smburst_sup_npc_atmo,,,
weap_smburst_sup_npc_atmo,,,
weap_smburst_sup_npc_atmo,,,
weap_smburst_sup_npc_atmo,,,
weap_smburst_sup_npc_atmo,,,
weap_smburst_sup_npc_atmo,,,
weap_smburst_sup_npc_far_atmo,,,
weap_smburst_sup_npc_far_atmo,,,
weap_smburst_sup_npc_far_atmo,,,
weap_smburst_sup_npc_far_atmo,,,
weap_smburst_sup_npc_far_atmo,,,
weap_smburst_sup_npc_far_atmo,,,
weap_smburst_sup_npc_med_atmo,,,
weap_smburst_sup_npc_med_atmo,,,
weap_smburst_sup_npc_med_atmo,,,
weap_smburst_sup_npc_med_atmo,,,
weap_smburst_sup_npc_med_atmo,,,
weap_smburst_sup_npc_med_atmo,,,
wfoly_npc_smburst_empty_cloth,,,
wfoly_npc_smburst_empty_mag_out,,,
wfoly_npc_smburst_end,,,
wfoly_npc_smburst_lower,,,
wfoly_npc_smburst_mag_in,,,
wfoly_npc_smburst_raise,,,
wfoly_npc_smburst_start,,,
wfoly_npc_smburst_tac_cloth,,,
wfoly_npc_smburst_tac_mag_out,,,
wfoly_npc_smburst_tap,,,
