Name,Secondary,FileSpec,
weap_smpowerburst_dryfire_npc,,,
weap_smpowerburst_fire_npc,,weap_smpowerburst_fire_npc_mech,
weap_smpowerburst_fire_npc,,weap_smpowerburst_fire_npc_mech,
weap_smpowerburst_fire_npc,,weap_smpowerburst_fire_npc_mech,
weap_smpowerburst_fire_npc,,weap_smpowerburst_fire_npc_mech,
weap_smpowerburst_fire_npc,,weap_smpowerburst_fire_npc_mech,
weap_smpowerburst_fire_npc,,weap_smpowerburst_fire_npc_mech,
weap_smpowerburst_fire_npc_atmo,,,
weap_smpowerburst_fire_npc_atmo,,,
weap_smpowerburst_fire_npc_atmo,,,
weap_smpowerburst_fire_npc_atmo,,,
weap_smpowerburst_fire_npc_atmo,,,
weap_smpowerburst_fire_npc_atmo,,,
weap_smpowerburst_fire_npc_atmo,,,
weap_smpowerburst_fire_npc_atmo,,,
weap_smpowerburst_fire_npc_atmo,,,
weap_smpowerburst_fire_npc_atmo,,,
weap_smpowerburst_fire_npc_atmo,,,
weap_smpowerburst_fire_npc_atmo,,,
weap_smpowerburst_fire_npc_dist,,weap_smpowerburst_fire_npc_dist_atmo,
weap_smpowerburst_fire_npc_dist,,weap_smpowerburst_fire_npc_dist_atmo,
weap_smpowerburst_fire_npc_dist,,weap_smpowerburst_fire_npc_dist_atmo,
weap_smpowerburst_fire_npc_dist,,weap_smpowerburst_fire_npc_dist_atmo,
weap_smpowerburst_fire_npc_dist,,weap_smpowerburst_fire_npc_dist_atmo,
weap_smpowerburst_fire_npc_dist,,weap_smpowerburst_fire_npc_dist_atmo,
weap_smpowerburst_fire_npc_dist_atmo,,,
weap_smpowerburst_fire_npc_dist_atmo,,,
weap_smpowerburst_fire_npc_dist_atmo,,,
weap_smpowerburst_fire_npc_dist_atmo,,,
weap_smpowerburst_fire_npc_dist_atmo,,,
weap_smpowerburst_fire_npc_dist_atmo,,,
weap_smpowerburst_fire_npc_dist_atmo,,,
weap_smpowerburst_fire_npc_dist_atmo,,,
weap_smpowerburst_fire_npc_dist_atmo,,,
weap_smpowerburst_fire_npc_dist_atmo,,,
weap_smpowerburst_fire_npc_dist_atmo,,,
weap_smpowerburst_fire_npc_dist_atmo,,,
weap_smpowerburst_fire_npc_far,,weap_smpowerburst_fire_npc_far_atmo,
