1,1,1118,ch_halloween_treat_0,9,0,area_01,SEASONAL_EVENT/MAP_AREA_01,,,halloween_treat_0,1,,
2,1,80392,ch_halloween_treat_1,3,0,area_02,SEASONAL_EVENT/MAP_AREA_02,,,halloween_treat_1,1,,
3,1,40106,ch_halloween_treat_2,5,0,area_03,SEASONAL_EVENT/MAP_AREA_03,,,halloween_treat_2,1,,
4,1,190565,ch_halloween_treat_3,12,0,area_04,SEASONAL_EVENT/MAP_AREA_04,,,halloween_treat_3,1,,
5,1,171687,ch_halloween_treat_4,2,0,area_05,SEASONAL_EVENT/MAP_AREA_05,,,halloween_treat_4,1,,
6,1,171688,ch_halloween_treat_5,10,0,area_06,SEASONAL_EVENT/MAP_AREA_06,,,halloween_treat_5,1,,
7,1,330185,ch_halloween_treat_6,7,0,area_07,SEASONAL_EVENT/MAP_AREA_07,,,halloween_treat_6,1,,
8,1,330265,ch_halloween_treat_7,13,0,area_08,SEASONAL_EVENT/MAP_AREA_08,,,halloween_treat_7,1,,
9,1,181330,ch_halloween_treat_8,15,0,area_09,SEASONAL_EVENT/MAP_AREA_09,,,halloween_treat_8,1,,
10,1,181333,ch_halloween_treat_9,14,0,area_10,SEASONAL_EVENT/MAP_AREA_10,,,halloween_treat_9,1,,
11,1,875,ch_halloween_treat_10,17,0,area_11,SEASONAL_EVENT/MAP_AREA_11,,,halloween_treat_10,1,,
12,1,181331,ch_halloween_treat_11,16,0,area_12,SEASONAL_EVENT/MAP_AREA_12,,,halloween_treat_11,1,,
13,1,190566,ch_halloween_treat_12,11,0,area_13,SEASONAL_EVENT/MAP_AREA_13,,,halloween_treat_12,1,,
14,1,190563,ch_halloween_treat_13,4,0,area_14,SEASONAL_EVENT/MAP_AREA_14,,,halloween_treat_13,1,,
15,1,80379,ch_halloween_treat_14,6,0,area_15,SEASONAL_EVENT/MAP_AREA_15,,,halloween_treat_14,1,,
16,1,190569,ch_halloween_treat_15,8,0,area_16,SEASONAL_EVENT/MAP_AREA_16,,,halloween_treat_15,1,,
17,1,972,ch_halloween_treat_16,1,1,,,,,halloween_treat_16,1,,
18,1,80297,ch_halloween_treat_17,-1,0,,,1,,halloween_treat_17,1,,
19,2,26241277,ch_rebirth_early,-1,0,,SEASONAL_EVENT/CH_REBIRTH_EARLY,,1,rebirth_early,1,,
20,2,25348801,ch_rebirth_gift,-1,0,,SEASONAL_EVENT/CH_REBIRTH_GIFT,1,,rebirth_gift,1,,
21,2,28156141,ch_rebirth_0,1,0,,SEASONAL_EVENT/CH_REBIRTH_0,,,rebirth_0,1200000,,
22,2,18993182,ch_rebirth_1,2,0,,SEASONAL_EVENT/CH_REBIRTH_1,,,rebirth_1,30,,
23,2,29789389,ch_rebirth_2,3,0,,SEASONAL_EVENT/CH_REBIRTH_2,,,rebirth_2,30,,
24,2,23527470,ch_rebirth_3,4,0,,SEASONAL_EVENT/CH_REBIRTH_3,,,rebirth_3,100,,
25,2,24953642,ch_rebirth_4,5,0,,SEASONAL_EVENT/CH_REBIRTH_4,,,rebirth_4,200,,
26,2,25202680,ch_rebirth_5,6,0,,SEASONAL_EVENT/CH_REBIRTH_5,,,rebirth_5,20,,
27,2,20041836,ch_rebirth_6,7,0,,SEASONAL_EVENT/CH_REBIRTH_6,,,rebirth_6,5,,
28,2,21739485,ch_rebirth_7,8,0,,SEASONAL_EVENT/CH_REBIRTH_7,,,rebirth_7,30,,
29,2,25430156,ch_rebirth_8,9,0,,SEASONAL_EVENT/CH_REBIRTH_8,,,rebirth_8,30,,
30,2,24579456,ch_rebirth_9,10,0,,SEASONAL_EVENT/CH_REBIRTH_9,,,rebirth_9,2,,
31,2,29304927,ch_rebirth_10,11,0,,SEASONAL_EVENT/CH_REBIRTH_10,,,rebirth_10,1,,
32,2,24901708,ch_rebirth_11,12,0,,SEASONAL_EVENT/CH_REBIRTH_11,,,rebirth_11,50,,
33,2,22514585,ch_rebirth_12,13,0,,SEASONAL_EVENT/CH_REBIRTH_12,,,rebirth_12,15,,
34,2,20276932,ch_rebirth_13,14,0,,SEASONAL_EVENT/CH_REBIRTH_13,,,rebirth_13,30,,
35,2,31835022,ch_rebirth_14,15,0,,SEASONAL_EVENT/CH_REBIRTH_14,,,rebirth_14,1,,
36,2,31201964,ch_rebirth_15,16,0,,SEASONAL_EVENT/CH_REBIRTH_15,,,rebirth_15,100,,
37,2,27934085,ch_rebirth_complete,-1,1,,SEASONAL_EVENT/CH_REBIRTH_COMPLETE,,,rebirth_complete,1,,
38,3,29332656,t9_ch_global_t9_wz_zm_critical_kills_for_event,2,0,,SEASONAL_EVENT/WZ_ZM_CRITICAL_KILLS_DESC,,,t9_ch_global_t9_wz_zm_critical_kills_for_event,10,wz,
39,3,19957062,t9_ch_global_t9_wz_zm_eliminations_for_event,4,0,,SEASONAL_EVENT/WZ_ZM_ELIMINATIONS_DESC,,,t9_ch_global_t9_wz_zm_eliminations_for_event,20,wz,
40,3,31258193,t9_ch_global_t9_wz_zm_lethal_equipment_kills_for_event,6,0,,SEASONAL_EVENT/WZ_ZM_LETHAL_EQUIPMENT_KILLS_DESC,,,t9_ch_global_t9_wz_zm_lethal_equipment_kills_for_event,8,wz,
41,3,18207257,t9_ch_global_t9_wz_zm_vehicle_eliminations_for_event,8,0,,SEASONAL_EVENT/WZ_ZM_VEHICLE_ELIMINATIONS_DESC,,,t9_ch_global_t9_wz_zm_vehicle_eliminations_for_event,3,wz,
42,3,25036104,t9_ch_global_t9_wz_zm_eliminations_per_game_for_event,10,0,,SEASONAL_EVENT/WZ_ZM_ELIMINATIONS_PER_GAME_DESC,,,t9_ch_global_t9_wz_zm_eliminations_per_game_for_event,3,wz,
43,3,20418616,t9_ch_global_t9_wz_zm_shotgun_eliminations_for_event,12,0,,SEASONAL_EVENT/WZ_ZM_SHOTGUN_ELIMINATIONS_DESC,,,t9_ch_global_t9_wz_zm_shotgun_eliminations_for_event,8,wz,
44,3,33345076,t9_ch_global_t9_wz_zm_multikills_for_event,14,0,,SEASONAL_EVENT/WZ_ZM_MULTIKILLS_DESC,,,t9_ch_global_t9_wz_zm_multikills_for_event,2,wz,
45,3,19480017,t9_ch_global_t9_wz_zm_pistol_eliminations_for_event,16,0,,SEASONAL_EVENT/WZ_ZM_PISTOL_ELIMINATIONS_DESC,,,t9_ch_global_t9_wz_zm_pistol_eliminations_for_event,8,wz,
46,3,32203563,t9_ch_global_t9_wz_zm_eliminations_before_circle_for_event,18,0,,SEASONAL_EVENT/WZ_ZM_ELIMINATIONS_BEFORE_CIRCLE_DESC,,,t9_ch_global_t9_wz_zm_eliminations_before_circle_for_event,8,wz,
47,3,28975511,t9_ch_global_t9_wz_zm_event_mastery,-1,1,,SEASONAL_EVENT/WZ_ZM_EVENT_MASTERY_DESC,,,t9_ch_global_t9_wz_zm_event_mastery,9,wz,
48,3,20317983,t9_ch_global_zm_sr_exfil_for_event,1,0,,SEASONAL_EVENT/SR_EXFILS_DESC,,,t9_ch_global_zm_sr_exfil_for_event,3,t9,
49,3,26200323,t9_ch_global_zm_sr_normal_eliminations_for_event,3,0,,SEASONAL_EVENT/SR_NORMAL_ELIMINATIONS_DESC,,,t9_ch_global_zm_sr_normal_eliminations_for_event,250,t9,
50,3,23529540,t9_ch_global_zm_sr_elite_eliminations_for_event,5,0,,SEASONAL_EVENT/SR_ELITE_ELIMINATIONS_DESC,,,t9_ch_global_zm_sr_elite_eliminations_for_event,10,t9,
51,3,30170790,t9_ch_global_zm_sr_chests_opened_for_event,7,0,,SEASONAL_EVENT/SR_CHESTS_OPENED_DESC,,,t9_ch_global_zm_sr_chests_opened_for_event,25,t9,
52,3,24068519,t9_ch_global_zm_sr_world_events_completed_for_event,9,0,,SEASONAL_EVENT/SR_WORLD_EVENTS_COMPLETED_DESC,,,t9_ch_global_zm_sr_world_events_completed_for_event,3,t9,
53,3,27228166,t9_ch_global_zm_sr_warps_for_event,11,0,,SEASONAL_EVENT/SR_WARPS_DESC,,,t9_ch_global_zm_sr_warps_for_event,10,t9,
54,3,23798500,t9_ch_global_zm_sr_special_eliminations_for_event,13,0,,SEASONAL_EVENT/SR_SPECIAL_ELIMINATIONS_DESC,,,t9_ch_global_zm_sr_special_eliminations_for_event,3,t9,
55,3,25412827,t9_ch_global_zm_sr_vehicle_eliminations_for_event,15,0,,SEASONAL_EVENT/SR_VEHICLE_ELIMINATIONS_DESC,,,t9_ch_global_zm_sr_vehicle_eliminations_for_event,100,t9,
56,3,18262163,t9_ch_global_zm_sr_objectives_completed_for_event,17,0,,SEASONAL_EVENT/SR_OBJECTIVES_COMPLETED_DESC,,,t9_ch_global_zm_sr_objectives_completed_for_event,10,t9,
57,3,19967070,t9_ch_global_zm_sr_event_mastery,-1,1,,SEASONAL_EVENT/SR_EVENT_MASTERY_DESC,,,t9_ch_global_zm_sr_event_mastery,9,t9,
