0,iw8_ar_t9standard_variant_0,iw8_ar_t9standard,,,,,,,,,,,,,,,WEAPON_TANGO/AR_T9STANDARD,ui_loot_weapon_ar_t9standard,,,,
1,iw8_ar_t9standard_variant_1,iw8_ar_t9standard,,rec|1 front|1 back|1 mag|1,silencer|1,barlong|0,lasermix2|0,,,fastmags|1,pistolgrip05|1,,,,,,WEAPON_TANGO/AR_T9STANDARD_V2,ui_loot_weapon_ar_t9standard_v1,,,,
2,iw8_ar_t9standard_variant_2,iw8_ar_t9standard,,rec|2 front|2 back|2 mag|2,silencer|2,,laser|1,gripcust2|1,,fastmags2|1,,,,,,,WEAPON_TANGO/AR_T9STANDARD_V3,ui_loot_weapon_ar_t9standard_v2,,,,
3,iw8_ar_t9standard_variant_3,iw8_ar_t9standard,,rec|3 front|3 back|3 mag|3,silencer|3,,,gripvert|1,,smags2|1,,,,,,,WEAPON_TANGO/AR_T9STANDARD_V4,ui_loot_weapon_ar_t9standard_v3,,,,
4,iw8_ar_t9standard_variant_4_ms,iw8_ar_t9standard,,rec|13 front|13 back|13 mag|13,comp|0,barcust3|0,laserbalanced|0,,,,pistolgrip06|0,,,,,,WEAPON_TANGO/AR_T9STANDARD_V5,ui_loot_weapon_ar_t9standard_v4,,,,
5,iw8_ar_t9standard_variant_5,iw8_ar_t9standard,iw8_ar_t9standard_mpmtx,rec|5 front|5 back|5 mag|5,,,,gripcust2|2,reflex|1,xmags|1,pistolgrip04|1,stocks|1,,,,,WEAPON_TANGO/AR_T9STANDARD_V6,ui_loot_weapon_ar_t9standard_v5,,tesla,,
6,iw8_ar_t9standard_variant_6,iw8_ar_t9standard,,rec|6 front|6 back|6 mag|6,silencer|4,,laserads|0,gripang|0,holo2|0,,pistolgrip03|0,,,,,,WEAPON_TANGO/AR_T9STANDARD_V7,ui_loot_weapon_ar_t9standard_v6,,,,
7,iw8_ar_t9standard_variant_7,iw8_ar_t9standard,,rec|7 front|7 back|7 mag|7,comp|1,,lasermix|1,gripang|2,,smags|1,,,,,,,WEAPON_TANGO/AR_T9STANDARD_V8,ui_loot_weapon_ar_t9standard_v7,,,,
8,iw8_ar_t9standard_variant_8,iw8_ar_t9standard,,rec|8 front|8 back|8 mag|8,linearbrake|1,,,gripangpro|0,reflex|0,xmagslrg|1,,,,,,,WEAPON_TANGO/AR_T9STANDARD_V9,ui_loot_weapon_ar_t9standard_v8,,,,
9,iw8_ar_t9standard_variant_9,iw8_ar_t9standard,,rec|9 front|9 back|9 mag|9,linearbrake|0,,,gripcust2|0,,smags2|2,,stockh|1,,,,,WEAPON_TANGO/AR_T9STANDARD_V10,ui_loot_weapon_ar_t9standard_v9,,,,
10,iw8_ar_t9standard_variant_10,iw8_ar_t9standard,,rec|10 front|10 back|10 mag|10,silencer3|1,,laserbalanced|2,,,xmags|2,,stockh|2,,,,,WEAPON_TANGO/AR_T9STANDARD_V11,ui_loot_weapon_ar_t9standard_v10,,,,
